issue_id,project_id,employee_id,issue_type,priority,created_at,closed_at,status
ISS-C02-P03-002666,C02-P03,C02-E0049,Bug,Baixa,2026-05-18 14:51:48,,Aberto
ISS-C02-P03-002667,C02-P03,C02-E0009,Feature,Media,2026-05-09 19:05:06,2026-05-12 19:05:06,Fechado
ISS-C02-P03-002668,C02-P03,C02-E0002,Debito Tecnico,Media,2026-05-03 11:29:27,,Aberto
ISS-C02-P03-002669,C02-P03,C02-E0046,Bug,Baixa,2026-05-26 15:09:51,2026-05-27 15:09:51,Fechado
ISS-C02-P03-002670,C02-P03,C02-E0060,Feature,Baixa,2026-05-29 08:03:17,2026-07-11 08:03:17,Fechado
ISS-C02-P03-002671,C02-P03,C02-E0059,Debito Tecnico,Baixa,2026-05-05 14:53:35,2026-06-01 14:53:35,Fechado
ISS-C02-P03-002672,C02-P03,C02-E0053,Bug,Baixa,2026-05-20 12:50:08,2026-06-05 12:50:08,Fechado
ISS-C02-P03-002673,C02-P03,C02-E0115,Bug,Media,2026-05-29 16:01:55,,Aberto
ISS-C02-P03-002674,C02-P03,C02-E0008,Bug,Media,2026-05-18 07:37:22,,Em Andamento
ISS-C02-P03-002675,C02-P03,C02-E0005,Feature,Media,2026-05-21 10:49:51,2026-06-27 10:49:51,Fechado
ISS-C02-P03-002676,C02-P03,C02-E0034,Feature,Media,2026-06-10 13:58:03,2026-06-24 13:58:03,Fechado
ISS-C02-P03-002677,C02-P03,C02-E0115,Feature,Baixa,2026-06-17 19:54:27,2026-07-13 19:54:27,Fechado
ISS-C02-P03-002678,C02-P03,C02-E0033,Bug,Media,2026-06-24 19:07:17,,Em Andamento
ISS-C02-P03-002679,C02-P03,C02-E0107,Debito Tecnico,Alta,2026-06-18 11:18:48,2026-07-28 11:18:48,Fechado
ISS-C02-P03-002680,C02-P03,C02-E0114,Bug,Critica,2026-06-19 19:08:35,2026-07-20 19:08:35,Fechado
ISS-C02-P03-002681,C02-P03,C02-E0082,Debito Tecnico,Baixa,2026-06-25 13:59:30,2026-07-02 13:59:30,Fechado
ISS-C02-P03-002682,C02-P03,C02-E0055,Bug,Baixa,2026-06-15 12:37:41,,Em Andamento
ISS-C02-P03-002683,C02-P03,C02-E0076,Feature,Baixa,2026-06-30 21:29:13,2026-07-27 21:29:13,Fechado
ISS-C02-P03-002684,C02-P03,C02-E0033,Feature,Critica,2026-06-30 19:27:56,2026-08-10 00:00:00,Fechado
ISS-C02-P03-002685,C02-P03,C02-E0012,Debito Tecnico,Alta,2026-06-25 17:12:16,2026-07-30 17:12:16,Fechado
ISS-C02-P03-002686,C02-P03,C02-E0106,Chore,Media,2026-06-29 19:12:03,,Em Andamento
ISS-C02-P03-002687,C02-P03,C02-E0097,Debito Tecnico,Media,2026-06-09 10:23:17,2026-06-21 10:23:17,Fechado
ISS-C02-P03-002688,C02-P03,C02-E0030,Debito Tecnico,Alta,2026-06-27 07:21:03,2026-08-08 07:21:03,Fechado
ISS-C02-P03-002689,C02-P03,C02-E0006,Bug,Baixa,2026-06-06 07:36:42,2026-07-02 07:36:42,Fechado
ISS-C02-P03-002690,C02-P03,C02-E0001,Feature,Critica,2026-06-23 19:39:48,2026-07-10 19:39:48,Fechado
ISS-C02-P03-002691,C02-P03,C02-E0024,Bug,Baixa,2026-06-21 16:40:50,2026-07-16 16:40:50,Fechado
ISS-C02-P03-002692,C02-P03,C02-E0030,Feature,Media,2026-06-14 11:57:57,2026-07-28 11:57:57,Fechado
ISS-C02-P03-002693,C02-P03,C02-E0070,Feature,Media,2026-06-13 10:19:30,,Em Andamento
ISS-C02-P03-002694,C02-P03,C02-E0060,Feature,Alta,2026-06-11 09:09:47,,Em Andamento
ISS-C02-P03-002695,C02-P03,C02-E0076,Debito Tecnico,Baixa,2026-06-06 10:50:10,,Em Andamento
ISS-C02-P03-002696,C02-P03,C02-E0115,Feature,Media,2026-06-15 12:53:08,2026-06-24 12:53:08,Fechado
ISS-C02-P03-002697,C02-P03,C02-E0066,Bug,Media,2026-06-03 08:34:15,2026-06-18 08:34:15,Fechado
ISS-C02-P03-002698,C02-P03,C02-E0080,Feature,Media,2026-07-19 19:29:16,,Em Andamento
ISS-C02-P03-002699,C02-P03,C02-E0019,Bug,Media,2026-07-23 14:26:34,2026-08-04 14:26:34,Fechado
ISS-C02-P03-002700,C02-P03,C02-E0009,Feature,Media,2026-07-29 19:56:36,,Aberto
ISS-C02-P03-002701,C02-P03,C02-E0083,Chore,Media,2026-07-17 20:50:13,,Aberto
ISS-C02-P03-002702,C02-P03,C02-E0055,Debito Tecnico,Media,2026-07-04 17:31:56,2026-08-10 00:00:00,Fechado
ISS-C02-P03-002703,C02-P03,C02-E0096,Feature,Critica,2026-07-24 09:17:24,2026-07-30 09:17:24,Fechado
ISS-C02-P03-002704,C02-P03,C02-E0014,Bug,Alta,2026-07-13 16:04:11,2026-08-10 00:00:00,Fechado
ISS-C02-P03-002705,C02-P03,C02-E0115,Debito Tecnico,Baixa,2026-07-24 08:09:51,2026-08-10 00:00:00,Fechado
ISS-C02-P03-002706,C02-P03,C02-E0115,Bug,Media,2026-07-10 11:42:49,,Aberto
ISS-C02-P03-002707,C02-P03,C02-E0012,Debito Tecnico,Media,2026-07-20 09:25:58,2026-07-26 09:25:58,Fechado
ISS-C02-P03-002708,C02-P03,C02-E0035,Bug,Baixa,2026-07-06 21:11:11,2026-08-10 00:00:00,Fechado
ISS-C02-P03-002709,C02-P03,C02-E0001,Bug,Media,2026-07-17 20:06:35,,Em Andamento
ISS-C02-P03-002710,C02-P03,C02-E0099,Feature,Baixa,2026-07-05 16:53:47,2026-07-31 16:53:47,Fechado
ISS-C02-P03-002711,C02-P03,C02-E0115,Chore,Alta,2026-07-28 09:32:41,2026-08-10 00:00:00,Fechado
ISS-C02-P03-002712,C02-P03,C02-E0118,Bug,Alta,2026-07-07 18:40:14,2026-07-27 18:40:14,Fechado
ISS-C02-P03-002713,C02-P03,C02-E0016,Bug,Alta,2026-07-27 17:00:02,,Aberto
ISS-C02-P03-002714,C02-P03,C02-E0059,Feature,Baixa,2026-07-02 09:36:33,2026-08-07 09:36:33,Fechado
ISS-C02-P03-002715,C02-P03,C02-E0074,Feature,Baixa,2026-07-23 16:33:43,,Em Andamento
ISS-C02-P03-002716,C02-P03,C02-E0120,Feature,Alta,2026-07-03 08:46:44,,Em Andamento
ISS-C02-P03-002717,C02-P03,C02-E0119,Debito Tecnico,Media,2026-07-27 08:55:30,2026-08-10 00:00:00,Fechado
ISS-C02-P03-002718,C02-P03,C02-E0010,Debito Tecnico,Media,2026-07-14 19:27:51,2026-08-04 19:27:51,Fechado
ISS-C02-P03-002719,C02-P03,C02-E0086,Feature,Baixa,2026-07-09 21:20:12,2026-07-29 21:20:12,Fechado
ISS-C02-P03-002720,C02-P03,C02-E0068,Feature,Baixa,2026-07-02 13:52:35,2026-07-18 13:52:35,Fechado
ISS-C02-P04-002721,C02-P04,C02-E0008,Bug,Alta,2025-06-10 15:15:36,2025-07-01 15:15:36,Fechado
ISS-C02-P04-002722,C02-P04,C02-E0010,Chore,Alta,2025-06-16 10:46:12,2025-06-29 10:46:12,Fechado
ISS-C02-P04-002723,C02-P04,C02-E0055,Bug,Alta,2025-06-22 21:08:04,,Aberto
ISS-C02-P04-002724,C02-P04,C02-E0083,Debito Tecnico,Baixa,2025-06-01 18:44:43,2025-06-29 18:44:43,Fechado
ISS-C02-P04-002725,C02-P04,C02-E0032,Feature,Media,2025-06-27 09:08:44,,Em Andamento
ISS-C02-P04-002726,C02-P04,C02-E0074,Debito Tecnico,Alta,2025-06-21 08:10:59,2025-07-31 08:10:59,Fechado
ISS-C02-P04-002727,C02-P04,C02-E0106,Bug,Media,2025-06-08 17:16:18,2025-06-10 17:16:18,Fechado
ISS-C02-P04-002728,C02-P04,C02-E0049,Bug,Alta,2025-06-20 21:24:51,,Aberto
ISS-C02-P04-002729,C02-P04,C02-E0046,Bug,Alta,2025-06-03 19:36:36,,Em Andamento
ISS-C02-P04-002730,C02-P04,C02-E0063,Bug,Alta,2025-06-27 19:03:50,2025-07-09 19:03:50,Fechado
ISS-C02-P04-002731,C02-P04,C02-E0035,Bug,Alta,2025-06-23 14:57:32,2025-08-07 14:57:32,Fechado
ISS-C02-P04-002732,C02-P04,C02-E0053,Debito Tecnico,Alta,2025-06-09 21:46:34,2025-07-14 21:46:34,Fechado
ISS-C02-P04-002733,C02-P04,C02-E0075,Chore,Baixa,2025-06-25 08:17:07,,Aberto
ISS-C02-P04-002734,C02-P04,C02-E0075,Bug,Media,2025-06-25 16:14:50,2025-06-27 16:14:50,Fechado
ISS-C02-P04-002735,C02-P04,C02-E0104,Debito Tecnico,Alta,2025-06-30 18:29:12,2025-08-10 18:29:12,Fechado
ISS-C02-P04-002736,C02-P04,C02-E0050,Debito Tecnico,Baixa,2025-06-21 13:11:23,2025-07-18 13:11:23,Fechado
ISS-C02-P04-002737,C02-P04,C02-E0002,Feature,Media,2025-06-19 12:17:30,,Aberto
ISS-C02-P04-002738,C02-P04,C02-E0044,Debito Tecnico,Baixa,2025-06-20 15:19:46,,Aberto
ISS-C02-P04-002739,C02-P04,C02-E0033,Feature,Media,2025-06-02 21:46:26,2025-07-07 21:46:26,Fechado
ISS-C02-P04-002740,C02-P04,C02-E0094,Feature,Alta,2025-06-30 07:37:56,2025-08-06 07:37:56,Fechado
ISS-C02-P04-002741,C02-P04,C02-E0092,Bug,Alta,2025-06-29 18:02:08,,Em Andamento
ISS-C02-P04-002742,C02-P04,C02-E0043,Feature,Media,2025-06-07 13:02:45,2025-06-26 13:02:45,Fechado
ISS-C02-P04-002743,C02-P04,C02-E0099,Feature,Baixa,2025-06-14 16:07:33,2025-07-20 16:07:33,Fechado
ISS-C02-P04-002744,C02-P04,C02-E0055,Feature,Alta,2025-06-25 08:55:19,2025-07-06 08:55:19,Fechado
ISS-C02-P04-002745,C02-P04,C02-E0063,Bug,Alta,2025-06-15 19:39:27,2025-07-09 19:39:27,Fechado
ISS-C02-P04-002746,C02-P04,C02-E0068,Bug,Alta,2025-06-24 10:39:21,2025-07-03 10:39:21,Fechado
ISS-C02-P04-002747,C02-P04,C02-E0012,Feature,Alta,2025-06-12 15:43:30,,Aberto
ISS-C02-P04-002748,C02-P04,C02-E0021,Debito Tecnico,Media,2025-06-25 09:26:17,2025-07-10 09:26:17,Fechado
ISS-C02-P04-002749,C02-P04,C02-E0084,Bug,Media,2025-06-29 07:47:39,2025-07-21 07:47:39,Fechado
ISS-C02-P04-002750,C02-P04,C02-E0080,Bug,Baixa,2025-06-06 11:32:56,,Aberto
ISS-C02-P04-002751,C02-P04,C02-E0021,Feature,Critica,2025-06-16 07:27:13,2025-06-26 07:27:13,Fechado
ISS-C02-P04-002752,C02-P04,C02-E0096,Bug,Baixa,2025-06-18 11:13:07,2025-06-22 11:13:07,Fechado
ISS-C02-P04-002753,C02-P04,C02-E0107,Bug,Media,2025-06-10 14:34:42,2025-07-07 14:34:42,Fechado
ISS-C02-P04-002754,C02-P04,C02-E0057,Feature,Media,2025-06-20 14:19:26,,Em Andamento
ISS-C02-P04-002755,C02-P04,C02-E0067,Bug,Media,2025-07-10 19:40:55,2025-08-17 19:40:55,Fechado
ISS-C02-P04-002756,C02-P04,C02-E0097,Feature,Critica,2025-07-31 18:11:16,,Em Andamento
ISS-C02-P04-002757,C02-P04,C02-E0111,Feature,Media,2025-07-20 17:24:56,2025-08-13 17:24:56,Fechado
ISS-C02-P04-002758,C02-P04,C02-E0089,Bug,Baixa,2025-07-20 21:55:01,2025-08-24 21:55:01,Fechado
ISS-C02-P04-002759,C02-P04,C02-E0087,Bug,Media,2025-07-27 17:58:25,,Em Andamento
ISS-C02-P04-002760,C02-P04,C02-E0067,Chore,Alta,2025-07-04 14:13:57,2025-07-26 14:13:57,Fechado
ISS-C02-P04-002761,C02-P04,C02-E0055,Bug,Media,2025-07-17 09:06:00,,Aberto
ISS-C02-P04-002762,C02-P04,C02-E0030,Feature,Baixa,2025-07-30 10:27:53,,Aberto
ISS-C02-P04-002763,C02-P04,C02-E0053,Bug,Alta,2025-07-31 10:41:01,2025-08-19 10:41:01,Fechado
ISS-C02-P04-002764,C02-P04,C02-E0030,Feature,Media,2025-07-25 10:14:33,2025-08-31 10:14:33,Fechado
ISS-C02-P04-002765,C02-P04,C02-E0107,Bug,Baixa,2025-07-01 20:31:33,2025-08-07 20:31:33,Fechado
ISS-C02-P04-002766,C02-P04,C02-E0019,Feature,Baixa,2025-07-13 17:26:46,2025-08-02 17:26:46,Fechado
ISS-C02-P04-002767,C02-P04,C02-E0055,Feature,Media,2025-07-24 15:08:35,2025-08-01 15:08:35,Fechado
ISS-C02-P04-002768,C02-P04,C02-E0009,Feature,Alta,2025-07-18 12:58:34,,Em Andamento
ISS-C02-P04-002769,C02-P04,C02-E0107,Feature,Media,2025-07-24 12:16:36,2025-08-02 12:16:36,Fechado
ISS-C02-P04-002770,C02-P04,C02-E0067,Feature,Alta,2025-07-24 19:05:40,2025-07-27 19:05:40,Fechado
ISS-C02-P04-002771,C02-P04,C02-E0035,Chore,Media,2025-07-13 14:24:10,2025-08-17 14:24:10,Fechado
ISS-C02-P04-002772,C02-P04,C02-E0048,Chore,Alta,2025-07-17 11:51:55,,Aberto
ISS-C02-P04-002773,C02-P04,C02-E0034,Bug,Alta,2025-07-29 15:48:57,2025-08-22 15:48:57,Fechado
ISS-C02-P04-002774,C02-P04,C02-E0034,Feature,Media,2025-07-27 20:57:57,,Em Andamento
ISS-C02-P04-002775,C02-P04,C02-E0081,Feature,Baixa,2025-07-06 13:10:07,,Em Andamento
ISS-C02-P04-002776,C02-P04,C02-E0013,Bug,Baixa,2025-07-23 11:13:10,2025-08-26 11:13:10,Fechado
ISS-C02-P04-002777,C02-P04,C02-E0052,Feature,Media,2025-07-11 21:55:33,,Em Andamento
ISS-C02-P04-002778,C02-P04,C02-E0106,Bug,Baixa,2025-08-10 16:52:13,2025-08-31 16:52:13,Fechado
ISS-C02-P04-002779,C02-P04,C02-E0117,Feature,Baixa,2025-08-31 15:39:18,,Em Andamento
ISS-C02-P04-002780,C02-P04,C02-E0040,Bug,Critica,2025-08-07 10:28:18,2025-09-11 10:28:18,Fechado
ISS-C02-P04-002781,C02-P04,C02-E0034,Feature,Baixa,2025-08-12 21:10:03,,Aberto
ISS-C02-P04-002782,C02-P04,C02-E0065,Feature,Alta,2025-08-13 16:00:17,2025-08-19 16:00:17,Fechado
ISS-C02-P04-002783,C02-P04,C02-E0005,Feature,Media,2025-08-25 08:32:28,,Em Andamento
ISS-C02-P04-002784,C02-P04,C02-E0004,Bug,Media,2025-08-29 09:33:46,,Em Andamento
ISS-C02-P04-002785,C02-P04,C02-E0098,Bug,Alta,2025-08-27 11:19:29,2025-09-01 11:19:29,Fechado
ISS-C02-P04-002786,C02-P04,C02-E0015,Bug,Media,2025-08-07 08:57:29,2025-09-02 08:57:29,Fechado
ISS-C02-P04-002787,C02-P04,C02-E0098,Bug,Baixa,2025-08-22 16:21:40,2025-09-05 16:21:40,Fechado
ISS-C02-P04-002788,C02-P04,C02-E0047,Bug,Alta,2025-08-13 12:45:57,2025-08-17 12:45:57,Fechado
ISS-C02-P04-002789,C02-P04,C02-E0047,Feature,Baixa,2025-08-04 11:25:30,2025-08-25 11:25:30,Fechado
ISS-C02-P04-002790,C02-P04,C02-E0030,Bug,Baixa,2025-08-19 20:34:32,2025-09-30 20:34:32,Fechado
ISS-C02-P04-002791,C02-P04,C02-E0001,Debito Tecnico,Media,2025-08-14 11:22:27,2025-08-21 11:22:27,Fechado
ISS-C02-P04-002792,C02-P04,C02-E0006,Bug,Baixa,2025-08-09 14:53:28,,Em Andamento
ISS-C02-P04-002793,C02-P04,C02-E0050,Bug,Critica,2025-08-16 10:23:49,2025-08-20 10:23:49,Fechado
ISS-C02-P04-002794,C02-P04,C02-E0013,Bug,Media,2025-08-14 07:10:44,2025-09-24 07:10:44,Fechado
ISS-C02-P04-002795,C02-P04,C02-E0044,Chore,Media,2025-08-12 20:26:05,,Aberto
ISS-C02-P04-002796,C02-P04,C02-E0028,Bug,Alta,2025-08-15 20:08:02,,Em Andamento
ISS-C02-P04-002797,C02-P04,C02-E0034,Feature,Alta,2025-08-07 16:42:57,2025-09-21 16:42:57,Fechado
ISS-C02-P04-002798,C02-P04,C02-E0057,Bug,Alta,2025-08-23 08:14:01,2025-09-24 08:14:01,Fechado
ISS-C02-P04-002799,C02-P04,C02-E0059,Debito Tecnico,Alta,2025-08-09 07:37:34,2025-08-21 07:37:34,Fechado
ISS-C02-P04-002800,C02-P04,C02-E0068,Bug,Media,2025-08-29 07:36:36,2025-10-01 07:36:36,Fechado
ISS-C02-P04-002801,C02-P04,C02-E0031,Debito Tecnico,Alta,2025-08-19 15:11:01,,Em Andamento
ISS-C02-P04-002802,C02-P04,C02-E0118,Bug,Media,2025-08-24 19:34:09,,Em Andamento
ISS-C02-P04-002803,C02-P04,C02-E0052,Bug,Baixa,2025-09-13 17:09:19,2025-10-03 17:09:19,Fechado
ISS-C02-P04-002804,C02-P04,C02-E0052,Chore,Media,2025-09-06 20:23:53,2025-10-20 20:23:53,Fechado
ISS-C02-P04-002805,C02-P04,C02-E0080,Bug,Critica,2025-09-27 18:01:59,,Em Andamento
ISS-C02-P04-002806,C02-P04,C02-E0074,Chore,Media,2025-09-24 14:03:39,2025-10-14 14:03:39,Fechado
ISS-C02-P04-002807,C02-P04,C02-E0056,Bug,Alta,2025-09-02 15:38:47,,Aberto
ISS-C02-P04-002808,C02-P04,C02-E0059,Feature,Baixa,2025-09-28 18:23:23,,Aberto
ISS-C02-P04-002809,C02-P04,C02-E0055,Bug,Baixa,2025-09-09 20:44:27,2025-10-24 20:44:27,Fechado
ISS-C02-P04-002810,C02-P04,C02-E0030,Chore,Media,2025-09-06 11:39:09,,Em Andamento
ISS-C02-P04-002811,C02-P04,C02-E0033,Chore,Critica,2025-09-26 10:07:22,,Em Andamento
ISS-C02-P04-002812,C02-P04,C02-E0120,Debito Tecnico,Media,2025-09-05 18:31:16,,Aberto
ISS-C02-P04-002813,C02-P04,C02-E0104,Bug,Baixa,2025-09-03 18:47:23,2025-10-03 18:47:23,Fechado
ISS-C02-P04-002814,C02-P04,C02-E0106,Bug,Alta,2025-09-05 17:23:26,2025-10-08 17:23:26,Fechado
ISS-C02-P04-002815,C02-P04,C02-E0099,Debito Tecnico,Baixa,2025-09-19 10:46:56,2025-10-09 10:46:56,Fechado
ISS-C02-P04-002816,C02-P04,C02-E0083,Chore,Media,2025-09-10 18:21:14,2025-09-16 18:21:14,Fechado
ISS-C02-P04-002817,C02-P04,C02-E0082,Chore,Baixa,2025-09-20 18:24:37,,Em Andamento
ISS-C02-P04-002818,C02-P04,C02-E0024,Bug,Media,2025-09-19 18:27:43,2025-09-25 18:27:43,Fechado
ISS-C02-P04-002819,C02-P04,C02-E0029,Feature,Alta,2025-09-27 10:44:56,,Aberto
ISS-C02-P04-002820,C02-P04,C02-E0113,Bug,Media,2025-09-16 15:25:45,,Em Andamento
ISS-C02-P04-002821,C02-P04,C02-E0080,Chore,Media,2025-10-20 15:43:04,2025-10-21 15:43:04,Fechado
ISS-C02-P04-002822,C02-P04,C02-E0046,Bug,Critica,2025-10-20 16:12:17,2025-11-04 16:12:17,Fechado
ISS-C02-P04-002823,C02-P04,C02-E0065,Feature,Alta,2025-10-03 08:22:34,2025-10-24 08:22:34,Fechado
ISS-C02-P04-002824,C02-P04,C02-E0070,Chore,Critica,2025-10-28 16:46:24,,Em Andamento
ISS-C02-P04-002825,C02-P04,C02-E0074,Feature,Critica,2025-10-14 15:48:45,,Em Andamento
ISS-C02-P04-002826,C02-P04,C02-E0099,Bug,Media,2025-10-18 19:08:36,,Aberto
ISS-C02-P04-002827,C02-P04,C02-E0053,Debito Tecnico,Baixa,2025-10-03 15:26:30,2025-10-26 15:26:30,Fechado
ISS-C02-P04-002828,C02-P04,C02-E0022,Debito Tecnico,Media,2025-10-21 07:03:05,,Aberto
ISS-C02-P04-002829,C02-P04,C02-E0033,Bug,Media,2025-10-13 08:43:14,2025-10-17 08:43:14,Fechado
ISS-C02-P04-002830,C02-P04,C02-E0070,Bug,Media,2025-10-18 20:47:28,2025-11-02 20:47:28,Fechado
ISS-C02-P04-002831,C02-P04,C02-E0044,Debito Tecnico,Media,2025-10-20 10:29:03,2025-10-23 10:29:03,Fechado
ISS-C02-P04-002832,C02-P04,C02-E0076,Bug,Critica,2025-10-21 08:16:57,,Aberto
ISS-C02-P04-002833,C02-P04,C02-E0049,Debito Tecnico,Baixa,2025-10-04 14:37:18,2025-10-28 14:37:18,Fechado
ISS-C02-P04-002834,C02-P04,C02-E0108,Feature,Alta,2025-10-16 16:57:12,,Aberto
ISS-C02-P04-002835,C02-P04,C02-E0083,Bug,Baixa,2025-10-21 07:30:07,,Aberto
ISS-C02-P04-002836,C02-P04,C02-E0044,Feature,Baixa,2025-10-07 13:27:04,,Aberto
ISS-C02-P04-002837,C02-P04,C02-E0004,Bug,Media,2025-10-26 08:58:47,2025-12-10 08:58:47,Fechado
ISS-C02-P04-002838,C02-P04,C02-E0056,Bug,Media,2025-10-30 19:51:19,,Em Andamento
ISS-C02-P04-002839,C02-P04,C02-E0065,Feature,Media,2025-10-16 21:22:03,2025-10-20 21:22:03,Fechado
ISS-C02-P04-002840,C02-P04,C02-E0044,Bug,Alta,2025-10-16 20:32:44,,Em Andamento
ISS-C02-P04-002841,C02-P04,C02-E0019,Feature,Media,2025-10-19 14:35:09,2025-10-26 14:35:09,Fechado
ISS-C02-P04-002842,C02-P04,C02-E0021,Bug,Media,2025-10-13 17:12:17,,Aberto
ISS-C02-P04-002843,C02-P04,C02-E0082,Bug,Alta,2025-10-25 13:30:51,,Aberto
ISS-C02-P04-002844,C02-P04,C02-E0096,Debito Tecnico,Media,2025-10-10 09:22:33,2025-11-05 09:22:33,Fechado
ISS-C02-P04-002845,C02-P04,C02-E0009,Feature,Media,2025-11-09 10:27:23,2025-11-15 10:27:23,Fechado
ISS-C02-P04-002846,C02-P04,C02-E0081,Debito Tecnico,Alta,2025-11-08 10:30:08,,Em Andamento
ISS-C02-P04-002847,C02-P04,C02-E0075,Debito Tecnico,Media,2025-11-17 09:20:36,2025-12-06 09:20:36,Fechado
ISS-C02-P04-002848,C02-P04,C02-E0022,Bug,Media,2025-11-01 13:25:41,2025-11-18 13:25:41,Fechado
ISS-C02-P04-002849,C02-P04,C02-E0029,Bug,Alta,2025-11-04 10:14:21,2025-12-05 10:14:21,Fechado
ISS-C02-P04-002850,C02-P04,C02-E0047,Bug,Baixa,2025-11-29 14:27:07,2026-01-05 14:27:07,Fechado
ISS-C02-P04-002851,C02-P04,C02-E0056,Feature,Media,2025-11-07 11:00:23,2025-12-06 11:00:23,Fechado
ISS-C02-P04-002852,C02-P04,C02-E0052,Debito Tecnico,Media,2025-11-10 08:29:12,2025-12-06 08:29:12,Fechado
ISS-C02-P04-002853,C02-P04,C02-E0074,Debito Tecnico,Critica,2025-11-16 15:06:53,,Em Andamento
ISS-C02-P04-002854,C02-P04,C02-E0120,Bug,Baixa,2025-11-12 20:22:47,2025-11-17 20:22:47,Fechado
ISS-C02-P04-002855,C02-P04,C02-E0021,Bug,Baixa,2025-11-13 12:39:47,,Em Andamento
ISS-C02-P04-002856,C02-P04,C02-E0070,Bug,Critica,2025-11-21 09:10:30,2025-11-23 09:10:30,Fechado
ISS-C02-P04-002857,C02-P04,C02-E0086,Bug,Baixa,2025-11-03 16:35:23,2025-11-07 16:35:23,Fechado
ISS-C02-P04-002858,C02-P04,C02-E0071,Feature,Baixa,2025-11-07 17:37:56,2025-11-19 17:37:56,Fechado
ISS-C02-P04-002859,C02-P04,C02-E0022,Bug,Media,2025-11-23 08:29:03,,Aberto
ISS-C02-P04-002860,C02-P04,C02-E0047,Bug,Media,2025-11-14 19:05:06,2025-12-10 19:05:06,Fechado
ISS-C02-P04-002861,C02-P04,C02-E0070,Bug,Baixa,2025-11-15 15:11:05,2025-11-19 15:11:05,Fechado
ISS-C02-P04-002862,C02-P04,C02-E0052,Debito Tecnico,Alta,2025-11-12 21:03:58,2025-12-09 21:03:58,Fechado
ISS-C02-P04-002863,C02-P04,C02-E0115,Debito Tecnico,Media,2025-11-10 13:12:28,,Em Andamento
ISS-C02-P04-002864,C02-P04,C02-E0040,Bug,Baixa,2025-12-25 12:03:48,2025-12-27 12:03:48,Fechado
ISS-C02-P04-002865,C02-P04,C02-E0033,Bug,Alta,2025-12-04 20:53:18,2025-12-22 20:53:18,Fechado
ISS-C02-P04-002866,C02-P04,C02-E0047,Bug,Media,2025-12-28 16:36:46,,Aberto
ISS-C02-P04-002867,C02-P04,C02-E0049,Debito Tecnico,Baixa,2025-12-22 14:41:09,2026-01-01 14:41:09,Fechado
ISS-C02-P04-002868,C02-P04,C02-E0004,Bug,Media,2025-12-02 13:48:39,,Aberto
ISS-C02-P04-002869,C02-P04,C02-E0074,Feature,Media,2025-12-13 07:35:20,,Em Andamento
ISS-C02-P04-002870,C02-P04,C02-E0082,Bug,Baixa,2025-12-05 19:42:43,,Aberto
ISS-C02-P04-002871,C02-P04,C02-E0028,Bug,Media,2025-12-19 13:49:11,,Em Andamento
ISS-C02-P04-002872,C02-P04,C02-E0040,Bug,Alta,2025-12-06 20:00:13,,Aberto
ISS-C02-P04-002873,C02-P04,C02-E0076,Bug,Media,2025-12-10 16:35:28,2025-12-31 16:35:28,Fechado
ISS-C02-P04-002874,C02-P04,C02-E0111,Bug,Media,2025-12-15 18:43:24,2026-01-15 18:43:24,Fechado
ISS-C02-P04-002875,C02-P04,C02-E0032,Bug,Media,2025-12-21 16:46:45,2026-01-07 16:46:45,Fechado
ISS-C02-P04-002876,C02-P04,C02-E0083,Bug,Baixa,2025-12-12 19:10:05,,Aberto
ISS-C02-P04-002877,C02-P04,C02-E0087,Bug,Alta,2026-01-09 21:17:59,,Em Andamento
ISS-C02-P04-002878,C02-P04,C02-E0047,Feature,Baixa,2026-01-10 18:57:50,,Em Andamento
ISS-C02-P04-002879,C02-P04,C02-E0015,Feature,Critica,2026-01-10 14:21:16,,Aberto
ISS-C02-P04-002880,C02-P04,C02-E0015,Debito Tecnico,Baixa,2026-01-01 08:59:41,2026-01-15 08:59:41,Fechado
ISS-C02-P04-002881,C02-P04,C02-E0074,Feature,Media,2026-01-11 12:56:59,2026-02-03 12:56:59,Fechado
ISS-C02-P04-002882,C02-P04,C02-E0033,Feature,Media,2026-01-29 20:20:07,2026-02-20 20:20:07,Fechado
ISS-C02-P04-002883,C02-P04,C02-E0053,Bug,Alta,2026-01-07 07:05:32,2026-01-28 07:05:32,Fechado
ISS-C02-P04-002884,C02-P04,C02-E0067,Bug,Media,2026-01-02 16:37:53,2026-01-14 16:37:53,Fechado
ISS-C02-P04-002885,C02-P04,C02-E0023,Bug,Baixa,2026-01-31 10:49:54,2026-02-23 10:49:54,Fechado
ISS-C02-P04-002886,C02-P04,C02-E0083,Feature,Baixa,2026-01-12 20:22:44,2026-02-09 20:22:44,Fechado
ISS-C02-P04-002887,C02-P04,C02-E0107,Debito Tecnico,Alta,2026-01-23 21:46:20,,Aberto
ISS-C02-P04-002888,C02-P04,C02-E0033,Debito Tecnico,Media,2026-01-31 09:48:52,2026-02-19 09:48:52,Fechado
ISS-C02-P04-002889,C02-P04,C02-E0092,Bug,Baixa,2026-01-15 09:30:03,,Em Andamento
ISS-C02-P04-002890,C02-P04,C02-E0081,Bug,Critica,2026-01-13 19:55:16,2026-01-22 19:55:16,Fechado
ISS-C02-P04-002891,C02-P04,C02-E0067,Bug,Media,2026-01-15 09:42:57,,Aberto
